,Rating,Artist,Album,Date,,,,,,,,
13595,6.7,Animal Collective,Monkey Been to Burntown EP,6/3/2013,,,,,,,,
13596,7.3,Queens of the Stone Age,Like Clockwork,6/3/2013,,,,,,,,
13597,7.8,Jenny Hval,Innocence is Kinky,5/31/2013,,,,,,,,
13598,7.4,Sean Nicholas Savage,Other Life,5/31/2013,,,,,,,,
13599,7.8,Classixx,Hanging Gardens,5/31/2013,,,,,,,,
13600,5.9,Alice in Chains,The Devil Put Dinosaurs Here,6/4/2013,,,,,,,,
13601,9.1,Disclosure,Settle,6/4/2013,,,,,,,,
13602,7.5,Shining,One One One,6/3/2013,,,,,,,,
13603,6.3,Rogue Wave,Nightingale Floors,6/3/2013,,,,,,,,
13604,8.1,Laura Marling,Once I Was an Eagle,6/3/2013,,,,,,,,
13605,3.5,French Montana,Excuse My French,6/5/2013,,,,,,,,
13606,8.1,Eleanor Friedberger,Personal Record,6/5/2013,,,,,,,,
13607,6.8,Beacon,The Ways We Separate,6/4/2013,,,,,,,,
13608,5.3,Grim Tower,Anarchic Breezes,6/4/2013,,,,,,,,
13609,7,Hyetal,Modern Worship,6/4/2013,,,,,,,,
13610,7.9,Ryan Hemsworth,Still Awake EP,6/6/2013,,,,,,,,
13611,8.5,Jon Hopkins,Immunity,6/6/2013,,,,,,,,
13612,6.1,The Child of Lov,The Child of Lov,6/5/2013,,,,,,,,
13613,7.7,Cleaners From Venus,In The Golden Autumn / Under Wartime Conditions / Songs For A Fallow Land,6/5/2013,,,,,,,,
13614,6.7,Alex Bleeker and the Freaks,How Far Away,6/5/2013,,,,,,,,
13615,7.5,Camera Obscura,Desire Lines,6/7/2013,,,,,,,,
13616,8.2,Thundercat,Apocalypse,6/7/2013,,,,,,,,
13617,7.7,Chris Corsano / Bill Orcutt,The Raw and the Cooked,6/6/2013,,,,,,,,
13618,7.6,ASG,Blood Drive,6/6/2013,,,,,,,,
13619,7.2,Mykki Blanco,Betty Rubble: The Initiation EP,6/6/2013,,,,,,,,
13620,7,Black Sabbath,13,6/10/2013,,,,,,,,
13621,8.3,Boards of Canada,Tomorrow's Harvest,6/10/2013,,,,,,,,
13622,6.3,Lilacs & Champagne,Danish & Blue,6/7/2013,,,,,,,,
13623,6.5,Phaseone,If I Tell U,6/7/2013,,,,,,,,
13624,8.4,Peter Jefferies,The Last Great Challenge in a Dull World,6/7/2013,,,,,,,,
13625,6,Portugal. The Man,Evil Friends,6/11/2013,,,,,,,,
13626,8.9,Deafheaven,Sunbather,6/11/2013,,,,,,,,
13627,7.1,Etran Finatawa,The Sahara Sessions,6/10/2013,,,,,,,,
13628,6.3,Brazos,Saltwater,6/10/2013,,,,,,,,
13629,7.3,Double Dagger,333,6/10/2013,,,,,,,,
13630,7,Quadron,Avalanche,6/12/2013,,,,,,,,
13631,7.9,Smith Westerns,Soft Will,6/12/2013,,,,,,,,
13632,5.6,Case Studies,This Is Another Life,6/11/2013,,,,,,,,
13633,7.6,Peals,Walking Field,6/11/2013,,,,,,,,
13634,7.4,Koreless,Yugen EP,6/11/2013,,,,,,,,
13635,6.7,Surfer Blood,Pythons,6/13/2013,,,,,,,,
13636,7.1,The Lonely Island,The Wack Album,6/13/2013,,,,,,,,
13637,5.7,Benga,Chapter II,6/12/2013,,,,,,,,
13638,7.6,Blood Ceremony,The Eldritch Dark,6/12/2013,,,,,,,,
13639,6.6,The Jet Age of Tomorrow,The Jellyfish Mentality,6/12/2013,,,,,,,,
13640,7.6,Gold Panda,Half of Where You Live,6/14/2013,,,,,,,,
13641,8.4,These New Puritans,Field of Reeds,6/14/2013,,,,,,,,
13642,6.2,Oblivians,Desperation,6/13/2013,,,,,,,,
13643,6.9,Lust for Youth,Perfect View,6/13/2013,,,,,,,,
13644,7.2,Lansing-Dreiden,The Incomplete Triangle / A Sectioned Beam / The Dividing Island,6/13/2013,,,,,,,,
13645,8,Royal Trux,3-Song EP,6/17/2013,,,,,,,,
13646,8.1,Sigur R\xc3\xb3s,Kveikur,6/17/2013,,,,,,,,
13647,6.1,Coma Cinema,Posthumous Release,6/14/2013,,,,,,,,
13648,6,Wampire,Curiosity,6/14/2013,,,,,,,,
13649,8,Rodan,Fifteen Quiet Years,6/14/2013,,,,,,,,
13650,7.4,Quasimoto,Yessir Whatever,6/18/2013,,,,,,,,
13651,9.5,Kanye West,Yeezus,6/18/2013,,,,,,,,
13652,5.9,Emika,Dva,6/17/2013,,,,,,,,
13653,6.3,Close,Getting Closer,6/17/2013,,,,,,,,
13654,7.8,Protomartyr,No Passion All Technique,6/17/2013,,,,,,,,
13655,6.2,John Vanderslice,Dagger Beach / Plays Diamond Dogs,6/19/2013,,,,,,,,
13656,7.9,Zomby,With Love,6/19/2013,,,,,,,,
13657,6,TEEN,Carolina EP,6/18/2013,,,,,,,,
13658,6.6,Takako Minekawa / Dustin Wong,Toropical Circle,6/18/2013,,,,,,,,
13659,7.6,Aye Nako,Unleash Yourself,6/18/2013,,,,,,,,
13660,8.7,Scott Walker,Scott: The Collection 1967-1970,6/20/2013,,,,,,,,
13661,6.1,Action Bronson,Saaab Stories,6/20/2013,,,,,,,,
13662,7,Alexander Spit,Mansions 2,6/19/2013,,,,,,,,
13663,6.2,SFV Acid,The Dwell,6/19/2013,,,,,,,,
13664,7.7,Oren Ambarchi | Keiji Haino | Jim O'Rourke,Now While it\xe2\x80\x99s Still Warm Let Us Pour in All the Mystery,6/19/2013,,,,,,,,
13665,5.6,Empire of the Sun,Ice on the Dune,6/21/2013,,,,,,,,
13666,6,J. Cole,Born Sinner,6/21/2013,,,,,,,,
13667,7.9,Date Palms,The Dusted Sessions,6/20/2013,,,,,,,,
13668,7.5,The Mantles,Long Enough to Leave,6/20/2013,,,,,,,,
13669,7.5,Bad Rabbits,American Love,6/20/2013,,,,,,,,
13670,9,Public Image Ltd.,First Issue,6/24/2013,,,,,,,,
13671,7,Mac Miller,Watching Movies With the Sound Off,6/24/2013,,,,,,,,
13672,7.7,Sonny and the Sunsets,Antenna to the Afterworld,6/21/2013,,,,,,,,
13673,6.3,The Baptist Generals,Jackleg Devotional to the Heart,6/21/2013,,,,,,,,
13674,7.7,Jagwar Ma,Howlin',6/21/2013,,,,,,,,
13675,5.9,High on Fire,Spitting Fire Live Vol. 1 & 2,6/25/2013,,,,,,,,
13676,9.2,Digable Planets,Blowout Comb,6/25/2013,,,,,,,,
13677,6.9,Gunplay,Acquitted,6/24/2013,,,,,,,,
13678,7.9,Stellar Om Source,Joy One Mile,6/24/2013,,,,,,,,
13679,7.6,Candy Claws,Ceres & Calypso in the Deep Time Forever,6/24/2013,,,,,,,,
13680,7.4,Mavis Staples,One True Vine,6/26/2013,,,,,,,,
13681,7.2,Austra,Olympia,6/26/2013,,,,,,,,
13682,7.4,Roomrunner,Ideal Cities,6/25/2013,,,,,,,,
13683,7.8,Serengeti,Kenny Dennis LP,6/25/2013,,,,,,,,
13684,6.8,Mick Harvey,FOUR (Acts of Love),6/25/2013,,,,,,,,
13685,8.1,The Ex & Brass Unbound,Enormous Door,6/27/2013,,,,,,,,
13686,5.1,Wale,The Gifted,6/27/2013,,,,,,,,
13687,6.7,Integrity,Suicide Black Snake,6/26/2013,,,,,,,,
13688,5,Noah and the Whale,Heart of Nowhere,6/26/2013,,,,,,,,
13689,7.1,Matthew Herbert,The End of Silence,6/26/2013,,,,,,,,
13690,5.8,Beady Eye,BE,6/28/2013,,,,,,,,
13691,7.2,Daftside,Random Access Memories Memories,6/28/2013,,,,,,,,
13692,7.6,Noisem,Agony Defined,6/27/2013,,,,,,,,
13693,6.5,Spectrals,Sob Story,6/27/2013,,,,,,,,
13694,5.9,Matias Aguayo,The Visitor,6/27/2013,,,,,,,,
13695,7,Airhead,For Years,7/1/2013,,,,,,,,
13696,8.5,Run the Jewels,Run the Jewels,7/1/2013,,,,,,,,
13697,7.4,Hailu Mergia,Hailu Mergia and His Classical Instrument,6/28/2013,,,,,,,,
13698,8,Power Trip,Manifest Decimation,6/28/2013,,,,,,,,
13699,7.5,Iamsu!,Kilt II,6/28/2013,,,,,,,,
13700,8.8,Townes Van Zandt,"High, Low and in Between / The Late, Great Townes Van Zandt / Sunshine Boy: The Unheard Studio Sessions and Demos 1971-1972",7/2/2013,,,,,,,,
13701,8.2,James Holden,The Inheritors,7/2/2013,,,,,,,,
13702,7.3,TNT Subhead,Ecstasy & Release,7/1/2013,,,,,,,,
13703,7.6,Knx,Anthology,7/1/2013,,,,,,,,
13704,5,CSS,Planta,7/1/2013,,,,,,,,
13705,6.4,New Order,Live at Bestival 2012,7/8/2013,,,,,,,,
13706,5.8,Jay-Z,Magna Carta Holy Grail,7/8/2013,,,,,,,,
13707,5.5,Katie Got Bandz,Drillary Clinton,7/2/2013,,,,,,,,
13708,7.5,The-Drum,Contact,7/2/2013,,,,,,,,
13709,7.4,Migos,Y.R.N. (Young Rich Niggas),7/2/2013,,,,,,,,
13710,7.4,Robert Pollard,Honey Locust Honky Tonk,7/9/2013,,,,,,,,
13711,7.2,AraabMuzik,"The Remixes, Vol. 1",7/9/2013,,,,,,,,
13712,7.9,Daniel Wohl,Corps Exquis,7/8/2013,,,,,,,,
13713,6.7,Jan St. Werner,Blaze Colour Burn,7/8/2013,,,,,,,,
13714,7.3,Carl Craig,Masterpiece,7/8/2013,,,,,,,,
13715,6.9,Freddie Gibbs,ESGN,7/10/2013,,,,,,,,
13716,6.3,Daughn Gibson,Me Moan,7/10/2013,,,,,,,,
13717,7,Ruby Pins,Ruby Pins,7/9/2013,,,,,,,,
13718,6.5,People of the North,Sub Contra,7/9/2013,,,,,,,,
13719,6.7,oOoOO,Without Your Love,7/9/2013,,,,,,,,
13720,7.4,R\xc3\xb6yksopp,Late Night Tales,7/11/2013,,,,,,,,
13721,7.3,Ciara,Ciara,7/11/2013,,,,,,,,
13722,6.4,Melt Yourself Down,Melt Yourself Down,7/10/2013,,,,,,,,
13723,6.8,Keith Fullerton Whitman / Floris Vanhoof,Split LP,7/10/2013,,,,,,,,
13724,7.9,Blondes,Swisher,7/10/2013,,,,,,,,
13725,6.8,Joey Bada$$,Summer Knights,7/12/2013,,,,,,,,
13726,8.4,Speedy Ortiz,Major Arcana,7/12/2013,,,,,,,,
13727,6.8,Calexico,Spiritoso,7/11/2013,,,,,,,,
13728,7.7,Jason Isbell,Southeastern,7/11/2013,,,,,,,,
13729,7.4,Kirin J Callinan,Embracism,7/11/2013,,,,,,,,
13730,8.6,Devo,Hardcore Volume 1 / Hardcore Volume 2,7/15/2013,,,,,,,,
13731,6.3,David Lynch,The Big Dream,7/15/2013,,,,,,,,
13732,6.9,Summoning,Old Mornings Dawn,7/12/2013,,,,,,,,
13733,7.9,Steve Gunn,Time Off,7/12/2013,,,,,,,,
13734,5.9,Bass Drum of Death,Bass Drum of Death,7/12/2013,,,,,,,,
13735,7.2,Andrew Cedermark,Home Life,7/16/2013,,,,,,,,
13736,8,Big Star,Nothing Can Hurt Me,7/16/2013,,,,,,,,
13737,6.6,Alex Burkat,Tarot,7/15/2013,,,,,,,,
13738,7.4,Young Moe,Humble Hustle 2,7/15/2013,,,,,,,,
13739,7.3,CFCF,Music for Objects EP,7/15/2013,,,,,,,,
13740,5.5,Slum Village,Evolution,7/17/2013,,,,,,,,
13741,7.2,Andy Kaufman,Andy and His Grandmother,7/17/2013,,,,,,,,
13742,7,Various Artists,"Mirror to the Soul: Music, Culture, and Identity in the Caribbean 1920-72",7/16/2013,,,,,,,,
13743,6.4,Ghost Outfit,I Want You to Destroy Me,7/16/2013,,,,,,,,
13744,6.8,Natasha Kmeto,Crisis,7/16/2013,,,,,,,,
13745,7.1,Mayer Hawthorne,Where Does This Door Go,7/18/2013,,,,,,,,
13746,7.5,William Basinski,Nocturnes,7/18/2013,,,,,,,,
13747,7.5,Various Artists,Good God! Aprocryphal Hymns,7/17/2013,,,,,,,,
13748,6.7,Hebronix,Unreal,7/17/2013,,,,,,,,
13749,6.8,Gauntlet Hair,Stills,7/17/2013,,,,,,,,
13750,7.7,Mark Mulcahy,Dear Mark J Mulcahy I Love You,7/19/2013,,,,,,,,
13751,7,The Smashing Pumpkins,The Aeroplane Flies High,7/19/2013,,,,,,,,
13752,7.5,Hatred Surge,Human Overdose,7/18/2013,,,,,,,,
13753,7.3,Alela Diane,About Farewell,7/18/2013,,,,,,,,
13754,6.7,Ty Dolla $ign,Beach House 2,7/18/2013,,,,,,,,
13755,7.1,\xc2\xb5-Ziq,Chewed Corners,7/22/2013,,,,,,,,
13756,8.7,Fuck Buttons,Slow Focus,7/22/2013,,,,,,,,
13757,5.6,Amon Amarth,Deceiver of the Gods,7/19/2013,,,,,,,,
13758,7.4,Iasos,Celestial Soul Portrait,7/19/2013,,,,,,,,
13759,6.5,David Yow,Tonight You Look Like a Spider,7/19/2013,,,,,,,,
13760,7,Pet Shop Boys,Electric,7/23/2013,,,,,,,,
13761,9,The Mountain Goats,All Hail West Texas,7/23/2013,,,,,,,,
13762,7.5,Okkyung Lee,Ghil,7/22/2013,,,,,,,,
13763,6.1,Man's Gin,Rebellion Hymns,7/22/2013,,,,,,,,
13764,6.4,Roedelius Schneider,Tiden,7/22/2013,,,,,,,,
13765,7.4,Hunx and His Punx,Street Punk,7/24/2013,,,,,,,,
13766,7.7,Jackson Scott,Melbourne,7/24/2013,,,,,,,,
13767,6.8,Dunkelziffer,"Retrospection (Part 1, 2 & 3)",7/23/2013,,,,,,,,
13768,6.6,Hospital Ships,Destruction in Yr Soul,7/23/2013,,,,,,,,
13769,5.8,The Memories,Love Is the Law,7/23/2013,,,,,,,,
13770,5.5,Lightning Dust,Fantasy,7/25/2013,,,,,,,,
13771,6.9,Weekend,Jinx,7/25/2013,,,,,,,,
13772,6.4,Salvia Plath,The Bardo Story,7/24/2013,,,,,,,,
13773,8,Locrian,Return to Annihilation,7/24/2013,,,,,,,,
13774,6.5,Palms,Palms,7/24/2013,,,,,,,,
13775,6.3,Future Bible Heroes,Partygoing,7/26/2013,,,,,,,,
13776,7.6,Kevin Gates,Stranger Than Fiction,7/26/2013,,,,,,,,
13777,7.6,Valient Thorr,Our Own Masters,7/25/2013,,,,,,,,
13778,6.6,Nobody,Vivid Green,7/25/2013,,,,,,,,
13779,7.9,Nadine Shah,Love Your Dum and Mad,7/25/2013,,,,,,,,
13780,6.5,Ikonika,Aerotropolis,7/29/2013,,,,,,,,
13781,7.6,AlunaGeorge,Body Music,7/29/2013,,,,,,,,
13782,6.8,RL Grime,High Beams EP,7/26/2013,,,,,,,,
13783,6,Taragana Pyjarama,Nothing Hype,7/26/2013,,,,,,,,
13784,7.1,Twin Peaks,Sunken,7/26/2013,,,,,,,,
13785,8,Grant Hart,The Argument,7/30/2013,,,,,,,,
13786,7,Baroness,Live at Maida Vale,7/30/2013,,,,,,,,
13787,7.7,Chance,In Search,7/29/2013,,,,,,,,
13788,6.6,Nylo,Indigo Summer,7/29/2013,,,,,,,,
13789,4,Clap Your Hands Say Yeah,Little Moments EP,7/29/2013,,,,,,,,
13790,8.1,Crash of Rhinos,Knots,7/31/2013,,,,,,,,
13791,8,Ka,The Night's Gambit,7/31/2013,,,,,,,,
13792,6.2,Whirr,Around,7/30/2013,,,,,,,,
13793,7.3,Mammoth Grinder,Underworlds,7/30/2013,,,,,,,,
13794,7.5,The Love Language,Ruby Red,7/30/2013,,,,,,,,
13795,7.4,Moderat,II,8/1/2013,,,,,,,,
13796,6,Morne,Shadows,8/1/2013,,,,,,,,
13797,7.2,True Widow,Circumambulation,7/31/2013,,,,,,,,
13798,6.9,PARTYNEXTDOOR,PARTYNEXTDOOR,7/31/2013,,,,,,,,
13799,5.6,The Cairo Gang,Tiny Rebels,7/31/2013,,,,,,,,
13800,6.6,Kyary Pamyu Pamyu,Nanda Collection,8/2/2013,,,,,,,,
13801,8.4,Loftus,Loftus,8/2/2013,,,,,,,,
13802,8.2,Mouth of the Architect,Dawning,8/1/2013,,,,,,,,
13803,6.3,Helen Marnie,Crystal World,8/1/2013,,,,,,,,
13804,6.2,Raffertie,Sleep of Reason,8/1/2013,,,,,,,,
13805,7.6,Annie,The A&R EP,8/5/2013,,,,,,,,
13806,6.5,Explosions in the Sky / David Wingo,Prince Avalanche OST,8/5/2013,,,,,,,,
13807,7.9,Wrekmeister Harmonies,You've Always Meant So Much to Me,8/2/2013,,,,,,,,
13808,5,Lesbian,Forestelevision,8/2/2013,,,,,,,,
13809,6,Soft Metals,Lenses,8/2/2013,,,,,,,,
13810,7.1,Eric Copeland,Joke in the Hole,8/6/2013,,,,,,,,
13811,6.8,Ultra\xc3\xadsta,Remixes,8/6/2013,,,,,,,,
13812,7.9,Lycus,Tempest,8/5/2013,,,,,,,,
13813,4.5,Sarah Lee Guthrie / Johnny Irion,Wassiac Way,8/5/2013,,,,,,,,
13814,5.9,Minks,Tides End,8/5/2013,,,,,,,,
13815,8.2,Prodigy / The Alchemist,Albert Einstein,8/7/2013,,,,,,,,
13816,6.6,Default Genders,Stop Pretending EP,8/7/2013,,,,,,,,
13817,6.2,Ken Camden,Space Mirror,8/6/2013,,,,,,,,
13818,5.9,Honey Ltd.,The Complete LHI Recordings,8/6/2013,,,,,,,,
13819,7.9,Dawn of Midi,Dysnomia,8/6/2013,,,,,,,,
13820,8.4,The Clean,Vehicle,8/8/2013,,,,,,,,
13821,5.2,Bloc Party,The Nextwave Sessions,8/8/2013,,,,,,,,
13822,6.7,Pop. 1280,Imps of Perversion,8/7/2013,,,,,,,,
13823,5.9,Pond,Hobo Rocket,8/7/2013,,,,,,,,
13824,8,\xc2\xb5-Ziq,Somerset Avenue Tracks (1992-1995),8/7/2013,,,,,,,,
13825,7.3,D\xc3\xa2m-Funk / Steve Arrington,Higher,8/9/2013,,,,,,,,
13826,8.1,Raspberry Bulbs,Deformed Worship,8/9/2013,,,,,,,,
13827,7.6,Yellow Eyes,Hammer of Night,8/8/2013,,,,,,,,
13828,7.2,Homeboy Sandman,All That I Hold Dear,8/8/2013,,,,,,,,
13829,6.8,Pete Rock / Camp Lo,80 Blocks From Tiffany's Pt. II,8/8/2013,,,,,,,,
13830,6.5,The Bug,Filthy EP,8/12/2013,,,,,,,,
13831,7.4,Washed Out,Paracosm,8/12/2013,,,,,,,,
13832,6.4,Missing Monuments,Missing Monuments,8/9/2013,,,,,,,,
13833,7.2,The Belle Game,Ritual Tradition Habit,8/9/2013,,,,,,,,
13834,4.5,Edward Sharpe & the Magnetic Zeros,Edward Sharpe & the Magnetic Zeros,8/9/2013,,,,,,,,
13835,7.2,Medicine,To the Happy Few,8/13/2013,,,,,,,,
13836,7.9,Mark Kozelek / Desertshore,Mark Kozelek and Desertshore,8/13/2013,,,,,,,,
13837,7.8,Ras G,Back on the Planet,8/12/2013,,,,,,,,
13838,6.6,dBridge,Move Way EP,8/12/2013,,,,,,,,
13839,6.4,Rudimental,Home,8/12/2013,,,,,,,,
13840,7.4,Sampha,Dual EP,8/14/2013,,,,,,,,
13841,7.8,Superchunk,I Hate Music,8/14/2013,,,,,,,,
13842,7.5,The Horse's Ha,Waterdrawn,8/13/2013,,,,,,,,
13843,5.5,Bare Mutants,The Affliction,8/13/2013,,,,,,,,
13844,7.7,Lustmord,The Word As Power,8/13/2013,,,,,,,,
13845,8.7,Robbie Basho,Visions of the Country,8/15/2013,,,,,,,,
13846,7.6,Zola Jesus,Versions,8/15/2013,,,,,,,,
13847,8.2,Various Artists,Mutazione: Italian Electronic & New Wave Underground 1980 - 1988,8/14/2013,,,,,,,,
13848,6.8,Pure Bathing Culture,Moon Tides,8/14/2013,,,,,,,,
13849,7.8,Billy Woods,Dour Candy,8/14/2013,,,,,,,,
13850,7.1,Braids,Flourish//Perish,8/16/2013,,,,,,,,
13851,8.6,Julia Holter,Loud City Song,8/16/2013,,,,,,,,
13852,6.9,Jonwayne,Cassette 3: The Marion Morrison Mixtape,8/15/2013,,,,,,,,
13853,6.6,Surf City,We Knew It Was Not Going to Be Like This,8/15/2013,,,,,,,,
13854,6.4,Gogol Bordello,Pura Vida Conspiracy,8/15/2013,,,,,,,,
13855,5.8,Porcelain Raft,Permanent Signal,8/19/2013,,,,,,,,
13856,8.3,Earl Sweatshirt,Doris,8/19/2013,,,,,,,,
13857,5.6,The Delta Mirror,Better Unsung,8/16/2013,,,,,,,,
13858,6.8,Slow Walkers,Slow Walkers,8/16/2013,,,,,,,,
13859,7.6,Bitchin Bajas,Bitchitronics,8/16/2013,,,,,,,,
13860,5.9,Illangelo,History of Man,8/20/2013,,,,,,,,
13861,6.2,No Age,An Object,8/20/2013,,,,,,,,
13862,7.2,Danny Paul Grody,Between Two Worlds,8/19/2013,,,,,,,,
13863,5.5,Ildjarn,Strength and Anger / Forest Poetry / Ildjarn,8/19/2013,,,,,,,,
13864,6.9,Diarrhea Planet,I'm Rich Beyond Your Wildest Dreams,8/19/2013,,,,,,,,
13865,7.4,Destruction Unit,Deep Trip,8/21/2013,,,,,,,,
13866,8.2,Ty Segall,Sleeper,8/21/2013,,,,,,,,
13867,6.7,Watain,The Wild Hunt,8/20/2013,,,,,,,,
13868,5.6,Jeremiah Jae,Bad Jokes,8/20/2013,,,,,,,,
13869,7.5,Chastity Belt,No Regerts,8/20/2013,,,,,,,,
13870,7.6,Anna Meredith,Jet Black Raider EP,8/22/2013,,,,,,,,
13871,7.5,A$AP Ferg,Trap Lord,8/22/2013,,,,,,,,
13872,7.1,Roach Gigz,Roachy Balboa Round 3,8/21/2013,,,,,,,,
13873,6.2,White Hills,So You Are... So You'll Be,8/21/2013,,,,,,,,
13874,7.8,The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",8/21/2013,,,,,,,,
13875,6.9,Crocodiles,Crimes of Passion,8/23/2013,,,,,,,,
13876,8.5,Julianna Barwick,Nepenthe,8/23/2013,,,,,,,,
13877,6.6,Still Life Still,Mourning Trance,8/22/2013,,,,,,,,
13878,7.3,R. Stevie Moore,Personal Appeal / Delicate Tension / Glad Music,8/22/2013,,,,,,,,
13879,7.4,Laura Veirs,Warp and Weft,8/22/2013,,,,,,,,
13880,6.2,Dent May,Warm Blanket,8/26/2013,,,,,,,,
13881,5.4,Franz Ferdinand,"Right Thoughts, Right Words, Right Action",8/26/2013,,,,,,,,
13882,7.5,Exhumed,Necrocracy,8/23/2013,,,,,,,,
13883,6.3,Mean Lady,Love Now,8/23/2013,,,,,,,,
13884,7,DIANA,Perpetual Surrender,8/23/2013,,,,,,,,
13885,6.8,The Dodos,Carrier,8/27/2013,,,,,,,,
13886,8.5,Forest Swords,Engravings,8/27/2013,,,,,,,,
13887,7.8,Lycia,Quiet Moments,8/26/2013,,,,,,,,
13888,7,Bent Shapes,Feels Weird,8/26/2013,,,,,,,,
13889,8.2,Gorguts,Colored Sands,8/26/2013,,,,,,,,
13890,7.4,Party Supplies,Tough Love,8/28/2013,,,,,,,,
13891,7.2,Belle And Sebastian,The Third Eye Centre,8/28/2013,,,,,,,,
13892,6.8,M. Geddes Gengras,Collected Works Vol. 1 The Moog Years,8/27/2013,,,,,,,,
13893,7.3,Disappears,Era,8/27/2013,,,,,,,,
13894,5.9,Flaamingos,Flaamingos,8/27/2013,,,,,,,,
13895,9,Sly and the Family Stone,Higher!,8/29/2013,,,,,,,,
13896,7.3,King Krule,6 Feet Beneath the Moon,8/29/2013,,,,,,,,
13897,8.2,Various Artists,Eccentric Soul: The Forte Label,8/28/2013,,,,,,,,
13898,7,Pity Sex,Feast of Love,8/28/2013,,,,,,,,
13899,6.4,Shigeto,No Better Time Than Now,8/28/2013,,,,,,,,
13900,6.9,Icarus Line,Slave Vows,8/30/2013,,,,,,,,
13901,8.7,Bob Dylan,"Bootleg Series, Vol. 10: Another Self Portrait (1969-1971)",8/30/2013,,,,,,,,
13902,7.3,Venom P. Stinger,1986-1991,8/29/2013,,,,,,,,
13903,4,Modern Hut,Generic Treasure,8/29/2013,,,,,,,,
13904,8,Vieux Farka Tour\xc3\xa9,Mon Pays,8/29/2013,,,,,,,,
13905,6.8,Okkervil River,The Silver Gymnasium,9/3/2013,,,,,,,,
13906,7,Nine Inch Nails,Hesitation Marks,9/3/2013,,,,,,,,
13907,7,Vasaeleth,All Uproarious Darkness,8/30/2013,,,,,,,,
13908,6,Golden Suits,Golden Suits,8/30/2013,,,,,,,,
13909,6.5,Marcos Cabral,False Memories,8/30/2013,,,,,,,,
13910,6.8,King Khan and the Shrines,Idle No More,9/4/2013,,,,,,,,
13911,7.8,Volcano Choir,Repave,9/4/2013,,,,,,,,
13912,4.4,Wolfgang Voigt,Zukunft Ohne Menschen,9/3/2013,,,,,,,,
13913,7.1,Holograms,Forever,9/3/2013,,,,,,,,
13914,7.4,John Wizards,John Wizards,9/3/2013,,,,,,,,
13915,7,The Julie Ruin,Run Fast,9/5/2013,,,,,,,,
13916,8.2,Neko Case,"The Worse Things Get, the Harder I Fight...",9/5/2013,,,,,,,,
13917,8,Vattnet Viskar,Sky Swallower,9/4/2013,,,,,,,,
13918,7.7,Richard Buckner,Surrounded,9/4/2013,,,,,,,,
13919,8.5,Roky Erickson,The Evil One / Don't Slander Me / Gremlins Have Pictures,9/4/2013,,,,,,,,
13920,8,Chelsea Wolfe,Pain Is Beauty,9/6/2013,,,,,,,,
13921,1,Pixies,EP-1,9/6/2013,,,,,,,,
13922,6.8,Pink Frost,Sundowning,9/5/2013,,,,,,,,
13923,7.9,Coachwhips,Hands on the Controls,9/5/2013,,,,,,,,
13924,6.2,Jonathan Rado,Law and Order,9/5/2013,,,,,,,,
13925,7.3,Califone,Stitches,9/9/2013,,,,,,,,
13926,6.2,The Weeknd,Kiss Land,9/9/2013,,,,,,,,
13927,4.2,Jackson and His Computerband,Glow,9/6/2013,,,,,,,,
13928,7.5,The Howling Wind,Vortex,9/6/2013,,,,,,,,
13929,6.8,Richard Youngs,Summer Through My Mind,9/6/2013,,,,,,,,
13930,7.7,Body/Head,Coming Apart,9/10/2013,,,,,,,,
13931,8.3,Janelle Mon\xc3\xa1e,The Electric Lady,9/10/2013,,,,,,,,
13932,7.3,The Stepkids,Troubadour,9/9/2013,,,,,,,,
13933,5.7,M\xc3\xbam,Smilewound,9/9/2013,,,,,,,,
13934,6.8,Goodie Mob,Age Against the Machine,9/9/2013,,,,,,,,
13935,5.1,Lil Wayne,Dedication 5,9/11/2013,,,,,,,,
13936,8,Arctic Monkeys,AM,9/11/2013,,,,,,,,
13937,7,Emily Reo,Olive Juice,9/10/2013,,,,,,,,
13938,7.5,Elizabeth Morris,Optimism,9/10/2013,,,,,,,,
13939,6.4,Man Man,On Oni Pond,9/10/2013,,,,,,,,
13940,7.2,Willis Earl Beal,Nobody Knows,9/12/2013,,,,,,,,
13941,6.1,Goldfrapp,Tales of Us,9/12/2013,,,,,,,,
13942,6.1,Terry Malts,Nobody Realizes This Is Nowhere,9/11/2013,,,,,,,,
13943,7.9,Carcass,Surgical Steel,9/11/2013,,,,,,,,
13944,7,Grooms,Infinity Caller,9/11/2013,,,,,,,,
13945,7.4,Delorean,Apar,9/13/2013,,,,,,,,
13946,8.2,Factory Floor,Factory Floor,9/13/2013,,,,,,,,
13947,7.5,J-Zone,Peter Pan Syndrome,9/12/2013,,,,,,,,
13948,7.3,Jessy Lanza,Pull My Hair Back,9/12/2013,,,,,,,,
13949,5.9,The 1975,The 1975,9/12/2013,,,,,,,,
13950,6.4,Islands,Ski Mask,9/16/2013,,,,,,,,
13951,6.2,MGMT,MGMT,9/16/2013,,,,,,,,
13952,5.9,Jacuzzi Boys,Jacuzzi Boys,9/13/2013,,,,,,,,
13953,6.6,Balance and Composure,The Things We Think We're Missing,9/13/2013,,,,,,,,
13954,7.4,Joanna Gruesome,Weird Sister,9/13/2013,,,,,,,,
